250.291, , ,  ,  ,,,,,,,,,,,,
250.853, , ,  ,  ,,,,,,,,,,,,
251.355, , ,  ,  ,,,,,,,,,,,,
251.873, , ,  ,  ,,,,,,,,,,,,
253.686, , ,  ,  ,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,
256.773, , ,  ,  ,,,,,,,,,,,,
259.105, , ,  ,  ,,,,,,,,,,,,
260.586, , ,  ,  ,,,,,,,,,,,,
261.051, , ,  ,  ,,,,,,,,,,,,
261.399, , ,  ,  ,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,
262.52, , ,  ,  ,,,,,,,,,,,,
264.03, , ,  ,  ,,,,,,,,,,,,
264.968, , ,  ,  ,,,,,,,,,,,,
266.624, , ,  ,  ,,,,,,,,,,,,
268.903, , ,  ,  ,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,
271.365, , ,  ,  ,,,,,,,,,,,,
273.395, , ,  ,  ,,,,,,,,,,,,
275.035, , ,  ,  ,,,,,,,,,,,,
275.935, , ,  ,  ,,,,,,,,,,,,
276.685, , ,  ,  ,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,
276.989, , ,  ,  ,,,,,,,,,,,,
277.283, , ,  ,  ,,,,,,,,,,,,
277.71, , ,  ,  ,,,,,,,,,,,,
279.441, , ,  ,  ,,,,,,,,,,,,
279.999, , ,  ,  ,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,
280.672, , ,  ,  ,,,,,,,,,,,,
280.999, , ,  ,  ,,,,,,,,,,,,
281.136, , ,  ,  ,,,,,,,,,,,,
281.2, , ,  ,  ,,,,,,,,,,,,
281.474, , ,  ,  ,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,
282.42, , ,  ,  ,,,,,,,,,,,,
282.664, , ,  ,  ,,,,,,,,,,,,
283.169, , ,  ,  ,,,,,,,,,,,,
283.499, , ,  ,  ,,,,,,,,,,,,
283.585, , ,  ,  ,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,
284.418, , ,  ,  ,,,,,,,,,,,,
284.468, , ,  ,  ,,,,,,,,,,,,
284.91, , ,  ,  ,,,,,,,,,,,,
286.123, , ,  ,  ,,,,,,,,,,,,
286.149, , ,  ,  ,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,
286.272, , ,  ,  ,,,,,,,,,,,,
287.199, , ,  ,  ,,,,,,,,,,,,
287.406, , ,  ,  ,,,,,,,,,,,,
287.443, , ,  ,  ,,,,,,,,,,,,
288.026, , ,  ,  ,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,
288.098, , ,  ,  ,,,,,,,,,,,,
289.499, , ,  ,  ,,,,,,,,,,,,
289.562, , ,  ,  ,,,,,,,,,,,,
290.084, , ,  ,  ,,,,,,,,,,,,
290.941, , ,  ,  ,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,
291.582, , ,  ,  ,,,,,,,,,,,,
291.962, , ,  ,  ,,,,,,,,,,,,
292.535, , ,  ,  ,,,,,,,,,,,,
292.609, , ,  ,  ,,,,,,,,,,,,
292.83, , ,  ,  ,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,
294.205, , ,  ,  ,,,,,,,,,,,,
294.449, , ,  ,  ,,,,,,,,,,,,
295.311, , ,  ,  ,,,,,,,,,,,,
297.3, , ,  ,  ,,,,,,,,,,,,
297.963, , ,  ,  ,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,
298.146, , ,  ,  ,,,,,,,,,,,,
298.548, , ,  ,  ,,,,,,,,,,,,
298.764, , ,  ,  ,,,,,,,,,,,,
299.027, , ,  ,  ,,,,,,,,,,,,
299.586, , ,  ,  ,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,
300.81, , ,  ,  ,,,,,,,,,,,,
301.46, , ,  ,  ,,,,,,,,,,,,
303.869, , ,  ,  ,,,,,,,,,,,,
304.938, , ,  ,  ,,,,,,,,,,,,
305.4, , ,  ,  ,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,
305.745, , ,  ,  ,,,,,,,,,,,,
307.43, , ,  ,  ,,,,,,,,,,,,
308.234, , ,  ,  ,,,,,,,,,,,,
308.436, , ,  ,  ,,,,,,,,,,,,
308.654, , ,  ,  ,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,
310.831, , ,  ,  ,,,,,,,,,,,,
310.991, , ,  ,  ,,,,,,,,,,,,
311.85, , ,  ,  ,,,,,,,,,,,,
313.099, , ,  ,  ,,,,,,,,,,,,
313.439, , ,  ,  ,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,
314.436, , ,  ,  ,,,,,,,,,,,,
315.618, , ,  ,  ,,,,,,,,,,,,
315.697, , ,  ,  ,,,,,,,,,,,,
315.967, , ,  ,  ,,,,,,,,,,,,
316.662, , ,  ,  ,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,
317.172, , ,  ,  ,,,,,,,,,,,,
317.378, , ,  ,  ,,,,,,,,,,,,
317.484, , ,  ,  ,,,,,,,,,,,,
317.697, , ,  ,  ,,,,,,,,,,,,
318.15, , ,  ,  ,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,
318.384, , ,  ,  ,,,,,,,,,,,,
318.448, , ,  ,  ,,,,,,,,,,,,
319.783, , ,  ,  ,,,,,,,,,,,,
320.176, , ,  ,  ,,,,,,,,,,,,
320.686, , ,  ,  ,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,
321.041, , ,  ,  ,,,,,,,,,,,,
322.142, , ,  ,  ,,,,,,,,,,,,
323.334, , ,  ,  ,,,,,,,,,,,,
323.69, , ,  ,  ,,,,,,,,,,,,
323.74, , ,  ,  ,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,
325.745, , ,  ,  ,,,,,,,,,,,,
327.815, , ,  ,  ,,,,,,,,,,,,
327.925, , ,  ,  ,,,,,,,,,,,,
328.197, , ,  ,  ,,,,,,,,,,,,
328.846, , ,  ,  ,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,
329.096, , ,  ,  ,,,,,,,,,,,,
330.516, , ,  ,  ,,,,,,,,,,,,
331.987, , ,  ,  ,,,,,,,,,,,,
332.025, , ,  ,  ,,,,,,,,,,,,
333.193, , ,  ,  ,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,
333.723, , ,  ,  ,,,,,,,,,,,,
333.886, , ,  ,  ,,,,,,,,,,,,
334.358, , ,  ,  ,,,,,,,,,,,,
334.447, , ,  ,  ,,,,,,,,,,,,
335.049, , ,  ,  ,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,
335.21, , ,  ,  ,,,,,,,,,,,,
335.355, , ,  ,  ,,,,,,,,,,,,
335.458, , ,  ,  ,,,,,,,,,,,,
335.791, , ,  ,  ,,,,,,,,,,,,
336.427, , ,  ,  ,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,
337.087, , ,  ,  ,,,,,,,,,,,,
337.416, , ,  ,  ,,,,,,,,,,,,
339.075, , ,  ,  ,,,,,,,,,,,,
339.46, , ,  ,  ,,,,,,,,,,,,
339.898,6.35E+07,29 412.38  ,8,  ,,,,,,,,,,,,
 , , , , ,,,,,,,,,,,,
341.026, , ,  ,  ,,,,,,,,,,,,
341.065, , ,  ,  ,,,,,,,,,,,,
341.49, , ,  ,  ,,,,,,,,,,,,
341.646, ,29 899.21? ,7,  ,,,,,,,,,,,,
342.163, , ,  ,  ,,,,,,,,,,,,
