257.773, , ,  ,#VALUE!,,,,,,,,,,
258.461, , ,  ,#VALUE!,,,,,,,,,,
259.031, , ,  ,#VALUE!,,,,,,,,,,
259.142, , ,  ,#VALUE!,,,,,,,,,,
259.264, , ,  ,#VALUE!,,,,,,,,,,
 , , , ,#VALUE!,,,,,,,,,, 
259.771, , ,  ,#VALUE!,,,,,,,,,,
260.293, , ,  ,#VALUE!,,,,,,,,,,
260.857, , ,  ,#VALUE!,,,,,,,,,,
262.869, , ,  ,#VALUE!,,,,,,,,,,
265.596, , ,  ,#VALUE!,,,,,,,,,,
 , , , ,#VALUE!,,,,,,,,,, 
266.14, , ,  ,#VALUE!,,,,,,,,,,
266.164, , ,  ,#VALUE!,,,,,,,,,,
266.764, , ,  ,#VALUE!,,,,,,,,,,
266.886, , ,  ,#VALUE!,,,,,,,,,,
266.929, , ,  ,#VALUE!,,,,,,,,,,
 , , , ,#VALUE!,,,,,,,,,, 
267.413, , ,  ,#VALUE!,,,,,,,,,,
267.469, , ,  ,#VALUE!,,,,,,,,,,
267.815, , ,  ,#VALUE!,,,,,,,,,,
268.397, , ,  ,#VALUE!,,,,,,,,,,
268.782, , ,  ,#VALUE!,,,,,,,,,,
 , , , ,#VALUE!,,,,,,,,,, 
269.19, , ,  ,#VALUE!,,,,,,,,,,
269.305, , ,  ,#VALUE!,,,,,,,,,,
269.341, , ,  ,#VALUE!,,,,,,,,,,
269.546, , ,  ,#VALUE!,,,,,,,,,,
269.683, , ,  ,#VALUE!,,,,,,,,,,
 , , , ,#VALUE!,,,,,,,,,, 
270.407, , ,  ,#VALUE!,,,,,,,,,,
273.624, , ,  ,#VALUE!,,,,,,,,,,
275.947, , ,  ,#VALUE!,,,,,,,,,,
276.953, , ,  ,#VALUE!,,,,,,,,,,
278.449, , ,  ,#VALUE!,,,,,,,,,,
 , , , ,#VALUE!,,,,,,,,,, 
280.051, , ,  ,#VALUE!,,,,,,,,,,
280.275, , ,  ,#VALUE!,,,,,,,,,,
280.93, , ,  ,#VALUE!,,,,,,,,,,
281.264, , ,  ,#VALUE!,,,,,,,,,,
285.214, , ,  ,#VALUE!,,,,,,,,,,
 , , , ,#VALUE!,,,,,,,,,, 
285.768, , ,  ,#VALUE!,,,,,,,,,,
288.629, , ,  ,#VALUE!,,,,,,,,,,
289.445, , ,  ,#VALUE!,,,,,,,,,,
289.744, , ,  ,#VALUE!,,,,,,,,,,
289.886, , ,  ,#VALUE!,,,,,,,,,,
 , , , ,#VALUE!,,,,,,,,,, 
290.154, , ,  ,#VALUE!,,,,,,,,,,
291.03, , ,  ,#VALUE!,,,,,,,,,,
291.475, , ,  ,#VALUE!,,,,,,,,,,
291.53, , ,  ,#VALUE!,,,,,,,,,,
291.56, , ,  ,#VALUE!,,,,,,,,,,
 , , , ,#VALUE!,,,,,,,,,, 
291.624, , ,  ,#VALUE!,,,,,,,,,,
291.889, , ,  ,#VALUE!,,,,,,,,,,
292.416, , ,  ,#VALUE!,,,,,,,,,,
292.453, , ,  ,#VALUE!,,,,,,,,,,
293.289, , ,  ,#VALUE!,,,,,,,,,,
 , , , ,#VALUE!,,,,,,,,,, 
294.005, , ,  ,#VALUE!,,,,,,,,,,
295.621, , ,  ,#VALUE!,,,,,,,,,,
296.887, , ,  ,#VALUE!,,,,,,,,,,
297.778, , ,  ,#VALUE!,,,,,,,,,,
298.703, , ,  ,#VALUE!,,,,,,,,,,
 , , , ,#VALUE!,,,,,,,,,, 
298.857, , ,  ,#VALUE!,,,,,,,,,,
299.6, , ,  ,#VALUE!,,,,,,,,,,
299.903, , ,  ,#VALUE!,,,,,,,,,,
300.552, , ,  ,#VALUE!,,,,,,,,,,
300.93, , ,  ,#VALUE!,,,,,,,,,,
 , , , ,#VALUE!,,,,,,,,,, 
301.059, , ,  ,#VALUE!,,,,,,,,,,
301.618, , ,  ,#VALUE!,,,,,,,,,,
301.917, , ,  ,#VALUE!,,,,,,,,,,
302.029, , ,  ,#VALUE!,,,,,,,,,,
302.343, , ,  ,#VALUE!,,,,,,,,,,
 , , , ,#VALUE!,,,,,,,,,, 
302.733, , ,  ,#VALUE!,,,,,,,,,,
303.16, , ,  ,#VALUE!,,,,,,,,,,
304.496, , ,  ,#VALUE!,,,,,,,,,,
305.113, , ,  ,#VALUE!,,,,,,,,,,
305.324, , ,  ,#VALUE!,,,,,,,,,,
 , , , ,#VALUE!,,,,,,,,,, 
305.355, , ,  ,#VALUE!,,,,,,,,,,
306.278, , ,  ,#VALUE!,,,,,,,,,,
306.409, , ,  ,#VALUE!,,,,,,,,,,
306.569, , ,  ,#VALUE!,,,,,,,,,,
306.72, , ,  ,#VALUE!,,,,,,,,,,
 , , , ,#VALUE!,,,,,,,,,, 
306.903, , ,  ,#VALUE!,,,,,,,,,,
307.005, , ,  ,#VALUE!,,,,,,,,,,
307.26, , ,  ,#VALUE!,,,,,,,,,,
307.886, , ,  ,#VALUE!,,,,,,,,,,
308.236, , ,  ,#VALUE!,,,,,,,,,,
 , , , ,#VALUE!,,,,,,,,,, 
308.678, , ,  ,#VALUE!,,,,,,,,,,
308.843, , ,  ,#VALUE!,,,,,,,,,,
308.958, , ,  ,#VALUE!,,,,,,,,,,
310.254, , ,  ,#VALUE!,,,,,,,,,,
310.296, , ,  ,#VALUE!,,,,,,,,,,
 , , , ,#VALUE!,,,,,,,,,, 
311.789, , ,  ,#VALUE!,,,,,,,,,,
311.962, , ,  ,#VALUE!,,,,,,,,,,
312.194, , ,  ,#VALUE!,,,,,,,,,,
312.305, , ,  ,#VALUE!,,,,,,,,,,
312.454, , ,  ,#VALUE!,,,,,,,,,,
 , , , ,#VALUE!,,,,,,,,,, 
313.135, , ,  ,#VALUE!,,,,,,,,,,
313.426, , ,  ,#VALUE!,,,,,,,,,,
313.964, , ,  ,#VALUE!,,,,,,,,,,
314.006, , ,  ,#VALUE!,,,,,,,,,,
314.522, , ,  ,#VALUE!,,,,,,,,,,
 , , , ,#VALUE!,,,,,,,,,, 
314.667, , ,  ,#VALUE!,,,,,,,,,,
314.704, , ,  ,#VALUE!,,,,,,,,,,
314.715, , ,  ,#VALUE!,,,,,,,,,,
314.871, , ,  ,#VALUE!,,,,,,,,,,
315.562, , ,  ,#VALUE!,,,,,,,,,,
 , , , ,#VALUE!,,,,,,,,,, 
316.242, , ,  ,#VALUE!,,,,,,,,,,
316.293, , ,  ,#VALUE!,,,,,,,,,,
316.574, , ,  ,#VALUE!,,,,,,,,,,
